case_id,platform,platform_video_id,video_url,author_name,title,like_count,follower_count,published_at,comment_count,visual_main_arousal_label,visual_main_arousal_share,text_arousal_label,text_arousal_confidence,comment_count_effective,anger_count,anger_mean_score,anger_rate,high_anger_flag
v077,douyin,7579559523568880922,https://www.douyin.com/video/7579559523568880922,佛山新闻,中国禁毒寸步不让！“吸毒记录将被封存” 引热议，新规不是 “开绿灯” 而是 “亮底线”。（出镜：袁梓峰；编辑：李键昕；实习编辑：刘欣昀；主编：唐欣瑜；责编：陈茗炜；素材来源：央视新闻、大众新闻、人民日报）#吸毒 #记录封存 #禁毒,45830,698000,2025-12-03T01:22:08+00:00,2172,Mitigating,0.844444,Mitigating,high,2172,495,0.22821098499263884,0.22790055248618785,0
v078,douyin,7579977052468596003,https://www.douyin.com/video/7579977052468596003,广西新闻频道,“吸毒记录封存”之忧要被听见 不能将公众的复杂情绪简单归结为“不懂法”“不理解法治进步”#新修订的《中华人民共和国治安管理处罚法》 #治安违法记录封存制度条款 #“吸毒记录封存 ”#禁毒 #权威部门,165548,2361000,2025-12-04T04:22:30+00:00,339,Informational,1.0,Informational,medium,339,16,0.04765879326692908,0.0471976401179941,0
v079,douyin,7579619748942482731,https://www.douyin.com/video/7579619748942482731,极目新闻,“吸毒记录封存”引热议，极目评：给迷途者回头的勇气 ，更要给普通人安心的底气,75631,31354000,2025-12-03T05:16:18+00:00,1361,Informational,0.707317,Mitigating,medium,1361,197,0.14553014910051762,0.14474650991917706,0
v080,douyin,7579593175782657314,https://www.douyin.com/video/7579593175782657314,河北经视,为什么一提“毒”，我们就如此警惕？“吸毒记录封存”之忧要被听见！ #经视主播说 #缉毒,106611,2504000,2025-12-03T03:32:54+00:00,365,Informational,0.64557,Intensifying,medium,365,27,0.07382701381796584,0.07397260273972603,0
v081,douyin,7580720974553170170,https://www.douyin.com/video/7580720974553170170,公关世界杂志社记者编辑部,违法记录封存引争论：细则尚未公布对于#零容忍 的#毒品 领域而言，任何放松都是放松了无数倍！法治进步既需要专业的构建，也需要#人心 的认同。#吸毒记录封存（来源：综合中国蓝新闻、南方周末）,87045,70000,2025-12-06T04:29:09+00:00,496,Mitigating,0.478723,Mitigating,medium,496,8,0.016310936572425258,0.016129032258064516,0
v082,douyin,7578499418211487027,https://www.douyin.com/video/7578499418211487027,爱济南新闻客户端,“吸毒记录等将被封存”？专家：封存不等于删除， 幼师等岗位招聘可查询吸毒记录 #扩散周知 #缉毒警察 #民生关注 #禁毒 #热门推荐,10516,1356000,2025-11-30T04:48:33+00:00,394,Intensifying,0.5,Mitigating,high,394,66,0.16996015372109846,0.16751269035532995,0
v083,douyin,7587269748979715378,https://www.douyin.com/video/7587269748979715378,澎湃新闻,#法工委回应“哪位少爷吸了”“吸毒记录封存”等问题 ，立法工作不受任何特殊利益群体、组织或者个人的不当影响，封存不是消除、删除记录，禁毒工作没有任何松懈,20004,43011000,2025-12-23T20:01:49+00:00,615,Mitigating,1.0,Mitigating,high,615,16,0.026573559158909698,0.026016260162601626,0
v084,douyin,7599469751169842356,https://www.douyin.com/video/7599469751169842356,墨者,这就是为什么毒贩的后代不能出道的原因！我们不能让英雄的后代被寒了心！#致敬英雄#缉毒#禁毒#缉毒警察,4543,23000,2026-01-25T17:04:01+00:00,200,Intensifying,0.741935,Intensifying,high,200,7,0.03511830764795377,0.035,0
v085,douyin,7579476792735770533,https://www.douyin.com/video/7579476792735770533,第一财经,“吸毒记录封存”之忧要被听见，浙江宣传：英雄以生命铸就的防线不能出现任何可能被侵蚀的缝隙，公众并非不支持违法者改过自新，但一触及“毒”，神经便骤然绷紧,157006,11532000,2025-12-02T20:01:10+00:00,50,Intensifying,0.5,Informational,high,50,10,0.20036875915786367,0.2,0
v086,douyin,7579975506927597915,https://www.douyin.com/video/7579975506927597915,第一财经,"在""吸毒记录等将被封存""议题下，恶意揣测、不当关联、攻击政策，微博将相关账号禁言",5494,11532000,2025-12-04T04:16:20+00:00,569,Intensifying,0.5,Mitigating,high,569,82,0.14512659930415123,0.14411247803163443,0
v087,douyin,7579545637731091429,https://www.douyin.com/video/7579545637731091429,大众新闻-大众日报,“吸毒记录封存”条款正经历一场强烈的观念温差。专业解释过于侧重法理逻辑，将公众的复杂情绪简单归结为“不懂法”，“法言法语”与“公众体感”之间便出现沟壑。#禁毒 #缉毒 #法律 #公众 #人民群众,477493,2146000,2025-12-03T00:28:17+00:00,18,Informational,0.701754,Intensifying,medium,18,0,0.00031321479723879346,0.0,0
v088,douyin,7578175107068163761,https://www.douyin.com/video/7578175107068163761,最安吉,"""吸毒记录等将被封存""引热议！专家：并非对特定群体保护,是可以改过自新的政策#缉毒警察 #人民英雄",10620,416000,2025-11-29T07:49:51+00:00,560,Informational,0.818182,Mitigating,high,560,107,0.1916884203648806,0.19107142857142856,0
v089,douyin,7579560190958112038,https://www.douyin.com/video/7579560190958112038,爱济南新闻客户端,“哪位少爷吸了”，撕开新规争议 对毒品“零容忍”是对缉毒英雄们最好的致敬#缉毒  #缉毒警察 #扩散周知 #民生关注 #热门推荐,63812,1356000,2025-12-03T01:24:41+00:00,1584,Intensifying,0.4,Intensifying,high,1584,242,0.1531908567722444,0.1527777777777778,0
v090,douyin,7579548877762799217,https://www.douyin.com/video/7579548877762799217,杭州网,浙江宣传发文：“吸毒记录封存”之忧要被听见！英雄以生命铸就的防线，不能出现任何可能被侵蚀的缝隙,130693,8246000,2025-12-03T00:40:48+00:00,343,Informational,0.574074,Intensifying,high,343,58,0.16899024676447338,0.16909620991253643,0
v091,douyin,7587263805807332635,https://www.douyin.com/video/7587263805807332635,中国蓝新闻,“吸毒记录封存” 、治安处罚记录封存等问题，全国人大常委会法工委有关负责人作出说明和回应：按照我国法律制度，吸毒行为不属于犯罪行为，属于应予治安管理处罚的治安违法行为，封存不是消除、删除记录，但不得随意查询、提供或者披露，任何组织或者个人，都不得有超越宪法和法律的特权,12468,6630000,2025-12-23T19:38:54+00:00,3,Mitigating,1.0,Mitigating,high,3,0,0.00042257117820554413,0.0,0
v092,douyin,7579469023650385171,https://www.douyin.com/video/7579469023650385171,爱济南新闻客户端,浙江宣传发文：“吸毒记录封存”之忧要被听见 #禁毒 #扩散周知 #缉毒警察#热点话题#热门推荐,68575,1356000,2025-12-02T19:30:59+00:00,1393,Informational,0.578947,Intensifying,medium,1393,220,0.15785626136821598,0.15793251974156497,0
v093,douyin,7578564500345949492,https://www.douyin.com/video/7578564500345949492,红星新闻,央视解读治安违法记录封存 不是“删除”记录  不是“前科”消除 针对吸毒人员动态管控不会改变,4370,38237000,2025-11-30T09:01:16+00:00,28,Mitigating,0.755102,Mitigating,high,28,1,0.03686693385472089,0.03571428571428571,0
v094,douyin,7579817061061315903,https://www.douyin.com/video/7579817061061315903,七彩云端,吸毒记录能封存？新修订的《中华人民共和国治安管理处罚法》一出，评论区炸了！有人愤而质问：“这是要给涉毒人员发‘复活甲’吗？”“那些牺牲的缉毒英雄，谁来告慰？”#吸毒记录能封,29772,169000,2025-12-03T18:01:36+00:00,441,Informational,0.796117,Mitigating,medium,441,69,0.15739924460492752,0.1564625850340136,0
v095,douyin,7579546159136378121,https://www.douyin.com/video/7579546159136378121,钱江晚报,浙江宣传发文：“吸毒记录封存”之忧要被听见，英雄以生命铸就的防线不能出现任何可能被侵蚀的缝隙,70956,2496000,2025-12-03T00:30:13+00:00,3346,Mitigating,0.544715,Intensifying,high,3346,188,0.05659452691377784,0.056186491332934844,0
v096,douyin,7587298777964383525,https://www.douyin.com/video/7587298777964383525,潮新闻,关于“吸毒记录封存”“哪位少爷吸了”等，法工委最新回应：中华人民共和国公民在法律面前一律平等！立法不受任何特殊利益群体不当影响！,14208,25820000,2025-12-23T21:54:53+00:00,639,Mitigating,0.571429,Mitigating,high,639,23,0.036292285749499546,0.03599374021909233,0
v097,douyin,7587319061818707251,https://www.douyin.com/video/7587319061818707251,珠江新闻,全国人大法工委回应新修订《治安管理处罚法》第136条涉吸毒记录封存疑虑。#官方正式回应吸毒记录封存,9330,10289000,2025-12-23T23:13:09+00:00,499,Mitigating,1.0,Mitigating,high,499,41,0.08282474599466647,0.08216432865731463,0
v098,douyin,7578815479477718307,https://www.douyin.com/video/7578815479477718307,中国财富网,2026年起“吸毒记录”可被封存引发热议，专家回应,18143,1636000,2025-12-01T01:14:54+00:00,31,Intensifying,0.5,Mitigating,high,31,2,0.0655557065535592,0.06451612903225806,0
v099,douyin,7578038230982795903,https://www.douyin.com/video/7578038230982795903,奔腾融媒,2026新规明确：吸毒记录可封存 但考公、考编例外 律师解读：此记录一经发现 政审必不通过 #热点 #最新消息 #新闻,31943,2135000,2025-11-28T22:58:43+00:00,82,Mitigating,1.0,Mitigating,high,82,15,0.18275522184584833,0.18292682926829268,0
v100,douyin,7587330129551035685,https://www.douyin.com/video/7587330129551035685,浙江之声,全国人大常委会法工委回应吸毒记录封存等问题，国家依法惩治和打击毒品犯罪的态度、措施和制度没有任何改变，禁毒工作没有任何松懈。我国是世界上对毒品犯罪惩治最严厉的国家之一。#禁毒#缉毒,44919,5606000,2025-12-23T23:56:22+00:00,68,Mitigating,1.0,Mitigating,high,68,0,0.0003366268917007427,0.0,0
v101,douyin,7587275932021509402,https://www.douyin.com/video/7587275932021509402,今视频长天新闻,官方权威回应“吸毒记录封存”争议， 回应关于“哪位少爷吸了”等问题， 强调公民在法律面前一律平等，就戒毒人员、吸毒人员信息管控而言，实行封存措施之前和之后并没有实质性变化。#主播说新闻,4576,11421000,2025-12-23T20:25:49+00:00,930,Mitigating,0.5,Mitigating,high,930,79,0.08565479105964187,0.08494623655913978,0
v102,douyin,7578005103911783695,https://www.douyin.com/video/7578005103911783695,红星新闻,2026年起吸毒记录可封存  专家：保密不是无罪！ 缉毒警察冲锋让社会免受毒害 封存是为倡导轻微违法者改过自新,68051,38237000,2025-11-28T20:50:16+00:00,5,Mitigating,0.839286,Mitigating,high,5,0,0.0028177517117001115,0.0,0
v103,douyin,7587300616636992803,https://www.douyin.com/video/7587300616636992803,四川观察,修订后的治安管理处罚法将于2026年1月1日起施行。近期，一些网络媒体、网友等对治安管理处罚法第136条规定比较关注，提出了一些疑问。就此，全国人大常委会法工委有关负责人作出了说明和回应。全国人大常委会法工委回应“哪位少爷吸了？”等言论。,60859,50479000,2025-12-23T22:01:34+00:00,46,Mitigating,0.486486,Mitigating,high,46,1,0.02196983298231119,0.021739130434782608,0
v104,douyin,7588579304695401747,https://www.douyin.com/video/7588579304695401747,肖律梵语,不论多大道理，毒品都要一禁到底！#禁毒宣传 #公益普法 #轻罪封存制度 #吸毒记录封存政策 #老百姓关心的话题,68395,13000,2025-12-27T20:40:00+00:00,3916,Mitigating,1.0,Intensifying,high,3916,676,0.17237913647277106,0.17262512768130744,0
v105,douyin,7580345226112355618,https://www.douyin.com/video/7580345226112355618,老梁不郁闷,聊聊中国禁毒治理：除了打击还有什么？最主要的反而很少人提 近日关于涉毒人员管理问题引发讨论，很多人关注集中在刑事和治安处罚上，但其实我国禁毒工作虽然打击力度非常大，却并不是以打击为主的。对于吸毒人群如何处理呢？这里介绍一下我国的整体禁毒法律框架供参考。#抖音精选 #法律 #禁毒 #社区戒毒 #强制隔离戒毒,256561,471000,2025-12-05T04:11:10+00:00,1952,Mitigating,0.479133,Mitigating,high,1952,212,0.10888521023765801,0.10860655737704918,0
v106,douyin,7580343135276895488,https://www.douyin.com/video/7580343135276895488,佛山新闻,中国禁毒！寸步不让！“吸毒记录封存”之忧要被听见，权威部门要更透明回应公众疑虑！（主播：蔡佩；编辑：罗啟浩、唐欣瑜；责编：王慧君；素材来源：佛山市新闻传媒中心、浙江宣传）#吸毒记录封存犯罪记录不会封存  #禁毒 #中国禁毒,56665,698000,2025-12-05T04:03:04+00:00,531,Informational,0.4,Intensifying,medium,531,36,0.0672999383786073,0.06779661016949153,0
v107,douyin,7579444895996235014,https://www.douyin.com/video/7579444895996235014,国+社区,浙江宣传：“吸毒记录封存”之忧要被听见。,120591,20792000,2025-12-02T17:57:27+00:00,2456,Mitigating,0.571429,Informational,high,2456,106,0.04338347237420251,0.04315960912052117,0
v108,douyin,7579508806774738214,https://www.douyin.com/video/7579508806774738214,公关世界杂志社记者编辑部,全国人大代表朱征夫辟谣“儿子吸毒”是假的！没有叫“朱卓佳”或“朱卓拉”的儿子，对恶意诋毁等行为已报案！#辟谣 #朱征夫,50620,70000,2025-12-02T22:05:18+00:00,3120,Informational,0.625,Informational,medium,3120,218,0.06996399888921936,0.06987179487179487,0
v109,douyin,7587283916068965641,https://www.douyin.com/video/7587283916068965641,云南法治报,关于“吸毒记录封存”等问题，全国人大常委会法工委回应！,1892,149000,2025-12-23T20:56:59+00:00,77,Mitigating,1.0,Mitigating,high,77,3,0.039118794257266526,0.03896103896103896,0
v110,douyin,7579808863039187560,https://www.douyin.com/video/7579808863039187560,句容发布,“吸毒记录封存”之忧要被听见@浙江宣传,6224,97000,2025-12-03T17:29:43+00:00,128,Intensifying,0.727273,Informational,high,128,2,0.016067071174859393,0.015625,0
v111,douyin,7579450966211104040,https://www.douyin.com/video/7579450966211104040,越城融媒,浙江宣传：“吸毒记录封存”之忧要被听见#吸毒 #记录封存 #封存,16272,405000,2025-12-02T18:20:54+00:00,295,Intensifying,0.5,Informational,medium,295,58,0.19683754696345235,0.19661016949152543,0
v112,douyin,7578486216267167333,https://www.douyin.com/video/7578486216267167333,纵览新闻,11月30日，据央视新闻，“吸毒记录等将被封存”引热议，专家：封存不等于“风险隐身”，幼师等岗位招聘可查询吸毒记录。,1420,24998000,2025-11-30T03:57:07+00:00,576,Mitigating,0.73913,Mitigating,high,576,110,0.1926003077531517,0.1909722222222222,0
v113,douyin,7579872559785692456,https://www.douyin.com/video/7579872559785692456,西安广播电视台,#侠客岛 ：应当直面“吸毒记录被封存”的讨论#禁毒 #你好我的城,38004,1788000,2025-12-03T21:36:59+00:00,513,Informational,0.470588,Mitigating,high,513,28,0.05498903129292871,0.05458089668615984,0
v114,douyin,7579609584558509318,https://www.douyin.com/video/7579609584558509318,美丽湖州,浙江宣传发文：“吸毒记录封存”之忧要被听见（制作：小文）,21020,864000,2025-12-03T04:36:44+00:00,141,Intensifying,0.818182,Intensifying,medium,141,3,0.02173420805003637,0.02127659574468085,0
v115,douyin,7587256736927534386,https://www.douyin.com/video/7587256736927534386,中国新闻网,法工委回应吸毒记录封存相关问题 #吸毒记录封存,7745,39725000,2025-12-23T19:11:19+00:00,17,Mitigating,1.0,Mitigating,high,17,0,0.0002869558276656522,0.0,0
v116,douyin,7579816534492857265,https://www.douyin.com/video/7579816534492857265,浙江之声,人民日报社侠客岛：应当直面“吸毒记录被封存”的讨论#禁毒是人民战争#缉毒#禁毒,128333,5606000,2025-12-03T17:59:35+00:00,1319,Informational,0.428571,Mitigating,high,1319,71,0.05344017617363541,0.053828658074298714,0
v117,douyin,7578843395608564070,https://www.douyin.com/video/7578843395608564070,小e新闻,吸毒记录将被封存，为人开绿灯？ 央视：“封存”≠“删除” 幼师等关键岗位仍可查#违法记录封存不等于纵容违法,1874,5467000,2025-12-01T03:03:13+00:00,17,Mitigating,0.650485,Mitigating,high,17,2,0.1221508911347722,0.11764705882352941,0
v118,douyin,7579549617869175951,https://www.douyin.com/video/7579549617869175951,宜春发布,“封存”争议背后法治社会的成熟 在于不回避每一次讨论#禁毒,25458,605000,2025-12-03T03:00:00+00:00,432,Mitigating,0.827586,Mitigating,high,432,54,0.12513963399108738,0.125,0
v119,douyin,7579914726889590054,https://www.douyin.com/video/7579914726889590054,诸暨西施眼,浙江宣传发文： “吸毒记录封存”之忧要被听见#禁毒 #禁毒宣传,26031,419000,2025-12-04T03:20:00+00:00,592,Intensifying,0.892857,Informational,high,592,24,0.04118819666597562,0.04054054054054054,0
v120,douyin,7579531943029509439,https://www.douyin.com/video/7579531943029509439,滨江发布,浙江宣传发文：“吸毒记录封存”之忧要被听见。#禁毒 #浙江宣传,28552,808000,2025-12-02T23:35:10+00:00,317,Intensifying,0.6,Informational,medium,317,84,0.2644493161375176,0.26498422712933756,0
v121,douyin,7578064024315727154,https://www.douyin.com/video/7578064024315727154,爱看头条,“吸毒记录等将被封存”引热议，南通文旅一夜涨粉400万 #热点 #南通文旅 #治安管理处罚法,21461,462000,2025-11-29T00:38:49+00:00,70,Informational,0.56,Mitigating,high,70,2,0.02890298902514457,0.02857142857142857,0
v122,douyin,7618792347345718528,https://www.douyin.com/video/7618792347345718528,动物探险家,中国大妈带着80公斤毒品勇闯美利坚，警员拦截后直接乐开花！#美警执法 #真实事件,1881,286000,2026-03-18T19:01:26+00:00,387,Intensifying,0.730415,Intensifying,high,387,18,0.04755733808922116,0.046511627906976744,0
v123,douyin,7580221043425367985,https://www.douyin.com/video/7580221043425367985,热度新闻,官方针对“吸毒记录封存”议题下部分用户发布违规言论展开处置，对恶意揣测、不当关联历史事件、攻击禁毒政策等违规账号实施禁言。#禁毒 #禁毒宣传 #缉毒警察,4574,3078000,2025-12-04T20:09:10+00:00,36,Intensifying,0.444444,Mitigating,high,36,1,0.02800524993613686,0.027777777777777776,0
v124,douyin,7578705526389824463,https://www.douyin.com/video/7578705526389824463,枣庄日报,央视解读“吸毒记录等将被封存”……针对吸毒人员动态管理不会改变 #禁毒 #禁毒宣传 #禁毒你我同行 #解读,1324,885000,2025-11-30T18:08:11+00:00,33,Mitigating,1.0,Mitigating,high,33,7,0.21191939773703009,0.21212121212121213,0
v125,douyin,7587266374125292850,https://www.douyin.com/video/7587266374125292850,看看新闻Knews,#官方回应哪位少爷吸了 #法工委回应吸毒记录封存相关问题 #对戒毒吸毒人员信息一直实行管控,9363,45004000,2025-12-23T19:48:43+00:00,36,Mitigating,0.714286,Mitigating,high,36,0,0.00021687108508356486,0.0,0
v126,douyin,7579463299255913755,https://www.douyin.com/video/7579463299255913755,珠江新闻,浙江宣传评“吸毒记录封存”制度 强调要消除公众的担忧情绪,20534,10289000,2025-12-02T19:08:46+00:00,429,Informational,0.8,Mitigating,high,429,68,0.1601404360505718,0.1585081585081585,0
v127,douyin,7580200732528233762,https://www.douyin.com/video/7580200732528233762,羊城晚报•羊城派,吸毒≠戒毒！吸毒记录该不该封存？郑子殷律师：中国对毒品零容忍，没有买卖就没有伤害，要保护更大的人群。 #禁毒  #坚决打赢新时代禁毒人民战争  （[原创]记者：张璐瑶；编辑；潘俊华；审签：李婕舒）,20236,12601000,2025-12-04T18:50:23+00:00,49,Intensifying,0.837838,Intensifying,high,49,2,0.04096773348223627,0.04081632653061224,0
v128,douyin,7579976826777341225,https://www.douyin.com/video/7579976826777341225,930老友记,封存吸毒记录议题多个账号被处置,5138,1914000,2025-12-04T04:21:47+00:00,287,Informational,0.777778,Intensifying,medium,287,61,0.21323107921324494,0.21254355400696864,0
v129,douyin,7580639013988755362,https://www.douyin.com/video/7580639013988755362,评论员王攀,#中国是如何持续严格管理吸毒者 吸毒可不只是仅仅治安处罚这么简单，我们有一套完善的严密的严格的动态管理机制，对于吸毒者会持续管理数年！#攀谈天下 #抖音热评,48855,1688000,2025-12-05T23:11:05+00:00,886,Informational,0.753036,Mitigating,high,886,134,0.1509961171940309,0.15124153498871332,0
v130,douyin,7579520572665728298,https://www.douyin.com/video/7579520572665728298,搜狐新闻客户端,公众的不解乃至抵触情绪，核心是对英烈牺牲的珍视与捍卫 #禁毒 #英烈 #热点新闻事件,65729,553000,2025-12-02T22:51:03+00:00,91,Informational,0.44186,Intensifying,medium,91,25,0.27440112909891545,0.27472527472527475,0
v131,douyin,7587259564672732450,https://www.douyin.com/video/7587259564672732450,新京报,关于“吸毒记录封存” 全国人大常委会法工委最新回应,2779,27385000,2025-12-23T19:22:28+00:00,24,Mitigating,1.0,Informational,high,24,0,0.00015377985073428135,0.0,0
v132,douyin,7579473691328346277,https://www.douyin.com/video/7579473691328346277,纵览新闻,“吸毒记录封存”之忧要被听见。（浙江宣传）,251191,24998000,2025-12-02T19:49:06+00:00,202,Informational,0.604651,Informational,high,202,32,0.1587761221007625,0.15841584158415842,0
v133,douyin,7581052564934888744,https://www.douyin.com/video/7581052564934888744,一切皆法,长篇谈话｜中国禁毒工作是全世界做得最好的 视频播客·EP07 #抖来普法2025,141744,1867000,2025-12-07T02:23:30+00:00,459,Informational,0.908234,Mitigating,high,459,94,0.20562585668063182,0.2047930283224401,0
v134,douyin,7587273722176851250,https://www.douyin.com/video/7587273722176851250,环球网,关于“吸毒记录封存”和“哪位少爷吸了”等问题，全国人大常委会法工委回应！,4097,47154000,2025-12-23T20:17:14+00:00,5,Mitigating,0.909091,Mitigating,high,5,0,6.853824306745082e-05,0.0,0
v135,douyin,7587282815901797667,https://www.douyin.com/video/7587282815901797667,荔枝新闻,明年起吸毒人员至少半年不得进娱乐场所。律师：记录封存仅针对外界处罚机关是可见的。  2026年1月1日起，新修订的《中华人民共和国治安管理处罚法》将正式施行，其中第八十四条新增内容：吸食、注射毒品的，可以同时责令其六个月至一年以内不得进入娱乐场所、不得擅自接触涉及毒品违法犯罪人员。对此，北京大成(南京)律师事务所晋虤向荔枝新闻介绍，只要违反禁令，无论该吸毒人员进入娱乐场所是为了什么，都可以对其进行拘留。对于网友关注“吸毒记录被封存不得公开”的问题，晋虤表示，封存只是针对外界，不是消除、删除记录，有关违法信息仍然记录在案。,1150,7147000,2025-12-23T20:52:47+00:00,328,Informational,0.846154,Mitigating,high,328,32,0.09825476122795208,0.0975609756097561,0
v136,douyin,7578790504893107498,https://www.douyin.com/video/7578790504893107498,津云,朱征夫回应“儿子吸毒”传言 “假的 家人从未涉毒 已报警” 此前全国人大代表朱征夫多次呼吁建立轻罪前科记录封存制度 有网民质疑是为家人考虑#朱征夫 #社会百态,80316,5624000,2025-11-30T23:37:59+00:00,8,Mitigating,0.571429,Intensifying,medium,8,1,0.12513713954194827,0.125,0
v137,douyin,7587264242353474854,https://www.douyin.com/video/7587264242353474854,环球时报,全国人大常委会法工委就“吸毒记录封存”作出回应：封存不是消除纪录，有关违法信息仍然记录在案（编辑：阿联）,5406,28319000,2025-12-23T19:40:25+00:00,12,Mitigating,1.0,Mitigating,high,12,0,0.0001170726542720028,0.0,0
v138,douyin,7587287193845108018,https://www.douyin.com/video/7587287193845108018,海南广播电视总台,吸毒行为属于违法行为，不属于犯罪行为 .....关于“吸毒记录封存”等问题，全国人大常委会法工委回应！#吸毒记录封存政策 #法律咨询 @抖音小助手,23129,5146000,2025-12-23T21:09:29+00:00,37,Mitigating,0.777778,Mitigating,high,37,0,0.00029438956089261164,0.0,0
v139,douyin,7579980977598975266,https://www.douyin.com/video/7579980977598975266,南昌晚报,12月4日（报道时间），微博宣布多账号被禁言：恶意揣测国家法律法规是为部分人“量身定制”、不当关联“虎门销烟”等历史事件、借新规攻击禁毒政策。（来源：九派新闻）,4063,4243000,2025-12-04T04:37:48+00:00,713,Mitigating,1.0,Mitigating,high,713,159,0.22295107980716689,0.22300140252454417,0
v140,douyin,7587268297561738536,https://www.douyin.com/video/7587268297561738536,湖北日报,"关于""吸毒记录封存""等问题，全国人大常委会法工委最新回应。（剪辑：乐希）",702,50174000,2025-12-23T19:56:11+00:00,24,Mitigating,1.0,Mitigating,high,24,1,0.04191593537507288,0.041666666666666664,0
v141,douyin,7579883328019385634,https://www.douyin.com/video/7579883328019385634,陕视新闻,侠客岛发表评论，应当直面“吸毒记录被封存”的讨论，新规肯定不是为了“开口子”，但可以考虑用更精细化的管理规定、文件解释等方式，打消对于是否“开口子”的疑虑。,62561,10126000,2025-12-03T22:18:39+00:00,6,Informational,0.556522,Mitigating,high,6,0,0.00017019880397128873,0.0,0
v142,douyin,7579108728164369765,https://www.douyin.com/video/7579108728164369765,红星新闻,全国人大代表朱征夫辟谣 “儿子吸毒”是假的！ 没有叫“朱卓佳”或“朱卓拉”的儿子 对恶意诋毁等行为已报案#抖音媒体辟谣团,268085,38237000,2025-12-01T20:12:50+00:00,7,Informational,0.571429,Mitigating,high,7,0,0.0002708750117952669,0.0,0
v143,douyin,7587296764525284623,https://www.douyin.com/video/7587296764525284623,河北经视,官方回应“吸毒记录封存”“哪位少爷吸了”等相关问题。#禁毒,8809,2504000,2025-12-23T21:46:39+00:00,39,Mitigating,0.8,Mitigating,high,39,0,0.00023954372553793617,0.0,0
v144,douyin,7579183402425137593,https://www.douyin.com/video/7579183402425137593,三衢,人大代表儿子吸毒，所以呼吁前科封存?朱征夫：恶意诋毁，已报案。@DOU+小助手 @抖音小助手 #社会热点 #社会新闻,8000,1040000,2025-12-02T01:02:36+00:00,26,Intensifying,0.4,Informational,high,26,1,0.03950479721410934,0.038461538461538464,0
v145,douyin,7579834158109789450,https://www.douyin.com/video/7579834158109789450,掌上春城,“浙江宣传 ”发表评论文章，“吸毒记录封存 ”之忧要被听见，英雄以生命铸就的防线，不能出现任何可能被侵蚀的缝隙#禁毒宣传 #缉毒警察 #云南 #热点新闻事件 #时评,30587,844000,2025-12-03T19:07:51+00:00,500,Intensifying,0.941176,Intensifying,high,500,108,0.2157941453565436,0.216,0
v146,douyin,7578875793535732992,https://www.douyin.com/video/7578875793535732992,闪电新闻,12月1日，朱征夫回应“儿子吸毒”传言：假的，已报警，家人也从未涉毒，更没有受过刑事处罚。#不传谣不信谣 #朱征夫,61147,18378000,2025-12-01T05:09:06+00:00,27,Informational,0.943396,Informational,high,27,1,0.037740852596471086,0.037037037037037035,0
v147,douyin,7579828365931138323,https://www.douyin.com/video/7579828365931138323,四川日报,“浙江宣传”发文《“吸毒记录封存”之忧要被听见》：不能将公众的复杂情绪简单归结为 “不懂法”“不理解法治进步”,38242,11728000,2025-12-03T18:45:30+00:00,4,Informational,0.677419,Informational,medium,4,0,0.00014568957158189733,0.0,0
v148,douyin,7579540779975188721,https://www.douyin.com/video/7579540779975188721,乌兰察布云,12月3日，“浙江宣传”发表评论文章：“吸毒记录封存”之忧要被听见#新修订的《中华人民共和国治安管理处罚法》#普法,51941,662000,2025-12-03T00:09:24+00:00,783,Informational,0.6,Mitigating,high,783,35,0.04565782292402486,0.04469987228607918,0
v149,douyin,7577798653370120674,https://www.douyin.com/video/7577798653370120674,观青海,青海警校毕业生“陈铭生”，他的背后是千千万万个缉毒警察无私奉献的一生！致敬缉毒警察，一起向毒品说不！（编辑：郭瑞） #青海 #缉毒 #文旅 #陈铭生 #2026年起吸毒记录可封存,41238,103000,2025-11-28T07:29:04+00:00,372,Intensifying,0.644444,Intensifying,high,372,87,0.23352213599324015,0.23387096774193547,0
v150,douyin,7579528638572496041,https://www.douyin.com/video/7579528638572496041,非常文山,“吸毒记录封存”之忧要被听见 #禁毒 #云南文山#致敬英雄 #致敬缉毒警察,6843,1944000,2025-12-02T23:22:17+00:00,228,Intensifying,0.5,Intensifying,medium,228,58,0.25486359823075316,0.2543859649122807,0
v151,douyin,7580956091774059377,https://www.douyin.com/video/7580956091774059377,我是朱霞,吸毒档案封存，社区警局联合管理机制，未来还能继续吗？ #朱霞 #霞客来了 #戒毒,4382,2006000,2025-12-06T19:41:30+00:00,83,Informational,0.581281,Mitigating,high,83,5,0.055550461236174645,0.060240963855421686,0
v152,douyin,7579815267585248558,https://www.douyin.com/video/7579815267585248558,利州融媒,侠客岛： 应当直面“吸毒记录被封存”的讨论。#媒体精选计划,34858,1181000,2025-12-03T17:54:34+00:00,2673,Intensifying,0.75,Mitigating,high,2673,627,0.23405930988128532,0.2345679012345679,0
v153,douyin,7587262918694161690,https://www.douyin.com/video/7587262918694161690,工人日报,关于“吸毒记录封存”“哪位少爷吸了”等问题，权威回应来了#工人日报消息,6044,2125000,2025-12-23T19:35:18+00:00,8,Mitigating,1.0,Mitigating,high,8,0,0.00018353573705098825,0.0,0
